iter	Logloss
176	0.4438901563
177	0.4437613281
178	0.4436989453
179	0.4435464063
180	0.4434676172
181	0.4433840625
182	0.4433153906
183	0.4432426953
184	0.4431212109
185	0.4430832031
186	0.4429447266
187	0.4426851172
188	0.4426353906
189	0.4425178516
190	0.4424454688
191	0.4423790625
192	0.4422937891
193	0.4421862109
194	0.4421235547
195	0.4420630469
196	0.4420005859
197	0.4418724219
198	0.4416530078
199	0.4415478516
200	0.4414361719
201	0.4413260547
202	0.4412103516
203	0.4411676172
204	0.4410732422
205	0.4409749219
206	0.4408615625
207	0.4408036719
208	0.4407714844
209	0.4407165234
210	0.4406325
211	0.4405238672
212	0.4404730859
213	0.4404119922
214	0.4403451172
215	0.4402855859
216	0.4402401563
217	0.4402031641
218	0.4401642969
219	0.4400605469
220	0.4398838672
221	0.4398523828
222	0.4396552344
223	0.4395589453
224	0.4394828906
225	0.4393462891
226	0.4393098828
227	0.4392362891
228	0.4391780469
229	0.4391505859
230	0.4390781641
231	0.4389770703
232	0.4389349219
233	0.4388514844
234	0.4388091797
235	0.4387696484
236	0.4387265625
237	0.438645625
238	0.4385696094
239	0.4385145703
240	0.4384295313
241	0.4384014844
242	0.4383500391
243	0.4383210156
244	0.4381330469
245	0.4380902344
246	0.4380569922
247	0.4379795312
248	0.4379032812
249	0.4378774219
250	0.4378419531
251	0.4377427344
252	0.4377083203
253	0.4376259375
254	0.4375600781
255	0.4374822266
256	0.4374119141
257	0.4373467187
258	0.4372652734
259	0.4370882031
260	0.4370034766
261	0.4369775
262	0.4368115625
263	0.4367871875
264	0.4367107031
265	0.4366549219
266	0.4366210156
267	0.4365571875
268	0.4365095703
269	0.4364428906
270	0.4363787891
271	0.4363286328
272	0.4362816016
273	0.4362420312
274	0.4361641016
275	0.4360926172
276	0.4360632031
277	0.4360268359
278	0.4359810937
279	0.4359423438
280	0.4358914844
281	0.4358217187
282	0.4357697266
283	0.4357455859
284	0.4356804687
285	0.4355280859
286	0.4354995703
287	0.4354530469
288	0.4354159375
289	0.4353701172
290	0.4352242188
291	0.4350833203
292	0.4349426953
293	0.4348920703
294	0.4348643359
295	0.4347901953
296	0.4346486328
297	0.4346168359
298	0.4345394922
299	0.4344795703
300	0.434455
301	0.4344150391
302	0.4343019141
303	0.4342119922
304	0.4341790625
305	0.4341039453
306	0.4340836719
307	0.4340369141
308	0.4339676563
309	0.4339033984
310	0.4338519141
311	0.4338212109
312	0.4337908594
313	0.4337621484
314	0.433714375
315	0.4336607422
316	0.4335396094
317	0.4335204687
318	0.4335
319	0.4334700391
320	0.4333482031
321	0.4332339844
322	0.4332002344
323	0.4331760547
324	0.4331384375
325	0.4330916406
326	0.4329720313
327	0.4329583203
328	0.4328485156
329	0.4328266016
330	0.4327670312
331	0.4327305859
332	0.4327044531
333	0.4326583594
334	0.4326184375
335	0.4325972266
336	0.4325838281
337	0.4325517187
338	0.4324736719
339	0.4324566016
340	0.4324336719
341	0.4324019922
342	0.4323536328
343	0.4323200781
344	0.4322987109
345	0.4322789062
346	0.4322425
347	0.4322218359
348	0.4322001172
349	0.4321544922
350	0.4320934766
351	0.4320697656
352	0.4320173828
353	0.4319779297
354	0.4318816016
355	0.4318449609
356	0.4318290625
357	0.4318058203
358	0.4317475391
359	0.4316534375
360	0.4316078125
361	0.4315698828
362	0.4315246094
363	0.4314770312
364	0.4314588672
365	0.4314453516
366	0.4313760938
367	0.4313411328
368	0.4312390234
369	0.4312222266
370	0.4311025391
371	0.4310660156
372	0.4310355859
373	0.4310056641
374	0.4309878125
375	0.4309535937
376	0.4309204688
377	0.4309005859
378	0.4308735156
379	0.4308175391
380	0.4307636328
381	0.4307253516
382	0.4307158594
383	0.4306933203
384	0.4306669922
385	0.4305772266
386	0.4305387891
387	0.4305091406
388	0.4304700391
389	0.4304492969
390	0.4304271094
391	0.4303446875
392	0.4303246875
393	0.4303139453
394	0.4302833594
395	0.4302519922
396	0.4302404297
397	0.4302240625
398	0.4302096484
399	0.4301926563
400	0.4301678125
401	0.4301530469
402	0.4301130078
403	0.4300964063
404	0.4300819141
405	0.4300626563
406	0.4300321875
407	0.4300162891
408	0.4299911719
409	0.4299580859
410	0.4299469922
411	0.4299175
412	0.4298471094
413	0.4298107031
414	0.4297838281
415	0.4297697266
416	0.4297569922
417	0.4297317187
418	0.4297199219
419	0.429703125
420	0.4296696484
421	0.4296258594
422	0.4295852734
423	0.4295521094
424	0.4295246875
425	0.4294878906
426	0.42946625
427	0.4294216797
428	0.4294031641
429	0.4293557422
430	0.4293369922
431	0.4293279297
432	0.4292418359
433	0.4292151953
434	0.429191875
435	0.4291422656
436	0.4291029297
437	0.4290536719
438	0.4290367969
439	0.4289942187
440	0.4289709766
441	0.4289426953
442	0.42893
443	0.428910625
444	0.4288761719
445	0.4288559375
446	0.4288246875
447	0.4287991797
448	0.4287545313
449	0.4287122266
450	0.4286733594
451	0.4286589063
452	0.4286301563
453	0.4286180078
454	0.4286070312
455	0.428579375
456	0.4285657422
457	0.4285488672
458	0.4285283984
459	0.4285053906
460	0.4284788281
461	0.4284667578
462	0.4284513672
463	0.4284013672
464	0.4283937109
465	0.4283769531
466	0.4283638281
467	0.4283307031
468	0.4283203125
469	0.4283030078
470	0.4282519141
471	0.4282370313
472	0.4282278125
473	0.4282132813
474	0.4282025391
475	0.4281839063
476	0.4281639063
477	0.4281290625
478	0.4281140625
479	0.4281011719
480	0.4280858984
481	0.4280631641
482	0.4280537109
483	0.4280295703
484	0.42801125
485	0.4279951172
486	0.4279708594
487	0.4279505859
488	0.4279253516
489	0.4279070703
490	0.4278898437
491	0.4278691406
492	0.4278582813
493	0.4278458594
494	0.4278297656
495	0.4278142578
496	0.4277873437
497	0.4277782422
498	0.4277626953
499	0.4277487109
500	0.4277416797
501	0.4277122656
502	0.427700625
503	0.4276683203
504	0.4276550391
505	0.4276426172
506	0.4276336719
507	0.4276107422
508	0.4276008984
509	0.4275910937
510	0.4275450781
511	0.4275142969
512	0.4275030859
513	0.4274924219
514	0.4274699219
515	0.4274473047
516	0.427439375
517	0.4274101563
518	0.4274002734
519	0.4273659375
520	0.4273565234
521	0.4273465234
522	0.4273148047
523	0.4272897266
524	0.4272779297
525	0.4272557813
526	0.4272474609
527	0.4272290234
528	0.4272083594
529	0.4271966016
530	0.4271833203
531	0.4271726172
532	0.427125
533	0.4271123828
534	0.4270976563
535	0.4270867578
536	0.427080625
537	0.4270696484
538	0.427036875
539	0.4270075781
540	0.4269991797
541	0.4269780859
542	0.4269688281
543	0.4269530078
544	0.426943125
545	0.4269253516
546	0.4269166016
547	0.4269018359
548	0.4268969141
549	0.4268792188
550	0.4268492969
551	0.4268307422
552	0.4268218359
553	0.4268108594
554	0.4267905859
555	0.4267802344
556	0.4267676563
557	0.4267501172
558	0.4266708594
559	0.4266582422
560	0.4266500781
561	0.4266372656
562	0.4266273437
563	0.4265823828
564	0.4265634375
565	0.4265200391
566	0.4265099609
567	0.4264865625
568	0.42646625
569	0.4264486328
570	0.4264411719
571	0.4264185547
572	0.4264111328
573	0.4264061328
574	0.4263970313
575	0.4263849609
576	0.4263752344
577	0.4263597266
578	0.4263508203
579	0.4263305859
580	0.426310625
581	0.4262932812
582	0.4262812891
583	0.4262741406
584	0.4262417578
585	0.4262330078
586	0.4262200781
587	0.4261923047
588	0.4261810156
589	0.4261178516
590	0.4260489844
591	0.4259967578
592	0.4259690625
593	0.4259522656
594	0.4259380078
595	0.4259230078
596	0.4259073438
597	0.4258968359
598	0.4258698437
599	0.4258505859
600	0.4258263281
601	0.4257976562
602	0.4257792578
603	0.4257635156
604	0.4257459766
605	0.4257364062
606	0.4257219922
607	0.4257125
608	0.4257064453
609	0.4256380469
610	0.4256281641
611	0.4255705859
612	0.4255576563
613	0.4255504297
614	0.4255440234
615	0.4255263672
616	0.4255140234
617	0.4254783203
618	0.4254595703
619	0.4254541406
620	0.4254483203
621	0.4254310547
622	0.4254160547
623	0.4253941406
624	0.4253854297
625	0.4253752344
626	0.4253626172
627	0.4253466406
628	0.4253308984
629	0.4253172266
630	0.4253049609
631	0.4252869141
632	0.4252734375
633	0.4252562109
634	0.4252452344
635	0.4252339063
636	0.4252055859
637	0.4251671094
638	0.4251583203
639	0.4251472266
640	0.4251347266
641	0.4251262109
642	0.4250808984
643	0.4250638672
644	0.4250503906
645	0.4250418359
646	0.4250222656
647	0.4250135547
648	0.4250042578
649	0.4249859375
650	0.4249781641
651	0.4249354297
652	0.4249194922
653	0.4248938281
654	0.424885
655	0.4248754297
656	0.4248651562
657	0.4248574219
658	0.4248308984
659	0.4248025391
660	0.4247846875
661	0.4247726562
662	0.4247462109
663	0.4247292188
664	0.4247248828
665	0.4247095312
666	0.4246861719
667	0.4246455859
668	0.4246179688
669	0.4245891406
670	0.4245780469
671	0.4245573828
672	0.4245503516
673	0.4245413672
674	0.4245311328
675	0.4245159375
676	0.4245030078
677	0.4244951563
678	0.4244598438
679	0.4244501953
680	0.4244388281
681	0.4244369141
682	0.4244247656
683	0.4244026953
684	0.4243851563
685	0.4243506641
686	0.4243342578
687	0.4243254297
688	0.4243172656
689	0.4243095312
690	0.4242836328
691	0.4242617578
692	0.4242514063
693	0.4242417969
694	0.4242297266
695	0.4242197266
696	0.4242108984
697	0.4242026172
698	0.4241916406
699	0.4241647266
700	0.4241287891
701	0.4241202734
702	0.4241063281
703	0.4240995703
704	0.4240914844
705	0.4240839062
706	0.4240701172
707	0.4240509375
708	0.4240454687
709	0.4240380078
710	0.4240324609
711	0.4240258594
712	0.4240141016
713	0.4239876172
714	0.4239644141
715	0.4239617969
716	0.4239325391
717	0.4239126172
718	0.4239045312
719	0.42389375
720	0.4238798828
721	0.4238703516
722	0.4238330078
723	0.4238282812
724	0.4238199609
725	0.4238110547
726	0.4237974609
727	0.4237882422
728	0.4237692969
729	0.4237401562
730	0.4237311719
731	0.4237147266
732	0.4236962109
733	0.4236702344
734	0.4236657422
735	0.4236509375
736	0.4236333594
737	0.4235739453
738	0.4235498047
739	0.4235405859
740	0.4235270703
741	0.4235078125
742	0.4234887891
743	0.4234782031
744	0.4234627734
745	0.4234345313
746	0.4234263281
747	0.4234113281
748	0.42340375
749	0.4233967578
750	0.4233805859
751	0.4233711328
752	0.4233430859
753	0.4233263672
754	0.4233107812
755	0.4233041797
756	0.4232914063
757	0.4232809766
758	0.4232747266
759	0.4232652734
760	0.4232592187
761	0.4232519531
762	0.4232374609
763	0.4232344531
764	0.4232045313
765	0.4231979687
766	0.4231918359
767	0.4231797266
768	0.4231696484
769	0.4231637109
770	0.4231568359
771	0.4231435156
772	0.423135625
773	0.4231253516
774	0.4231225781
775	0.4231166406
776	0.4231082812
777	0.4231020313
778	0.4230891406
779	0.4230745703
780	0.4230673828
781	0.4230558984
782	0.4230310547
783	0.4230253906
784	0.4230096484
785	0.4229940234
786	0.4229794531
787	0.4229709766
788	0.4229392969
789	0.4229093359
790	0.4228950391
791	0.4228846484
792	0.4228783594
793	0.4228660156
794	0.4228587891
795	0.4228377344
796	0.4228289844
797	0.4228160547
798	0.4228057031
799	0.4227960156
800	0.42278375
801	0.422775
802	0.4227669922
803	0.422726875
804	0.4227164844
805	0.4226746094
806	0.4226647266
807	0.4226578516
808	0.4226462109
809	0.4226362891
810	0.422618125
811	0.4226027344
812	0.4225922266
813	0.4225726953
814	0.4225101562
815	0.4224927344
816	0.4224871875
817	0.422475
818	0.4224683203
819	0.4224625
820	0.4224420313
821	0.4224332031
822	0.4224254297
823	0.4224127344
824	0.4223844141
825	0.4223772656
826	0.4223639453
827	0.4223441797
828	0.4223270312
829	0.4223230859
830	0.4223154687
831	0.4223107422
832	0.4222996875
833	0.4222791016
834	0.4222605078
835	0.4222530859
836	0.4222491797
837	0.4222285937
838	0.4222225
839	0.4222005859
840	0.4221924609
841	0.4221794531
842	0.4221713281
843	0.4221628906
844	0.4221103906
845	0.422095625
846	0.4220907812
847	0.4220844141
848	0.4220804297
849	0.4220698047
850	0.4220672656
851	0.4220517188
852	0.4219878906
853	0.4219628125
854	0.421949375
855	0.4219421484
856	0.4219303516
857	0.4219150781
858	0.4219112109
859	0.4219041406
860	0.4218855859
861	0.4218660156
862	0.4218578906
863	0.4218391797
864	0.4218289063
865	0.4218150781
866	0.4217995313
867	0.4217932812
868	0.4217417187
869	0.4217264063
870	0.421709375
871	0.4216950781
872	0.4215869141
873	0.4215728906
874	0.4215599609
875	0.4215503906
876	0.4215374219
877	0.4215284375
878	0.4215173828
879	0.4215088672
880	0.4215045312
881	0.4214880469
882	0.4214839062
883	0.4214722266
884	0.4214620312
885	0.4214482031
886	0.4214369531
887	0.4214312891
888	0.42141125
889	0.4213995703
890	0.4213908594
891	0.4213786328
892	0.4213648047
893	0.4213372656
894	0.4213302734
895	0.4213205859
896	0.421313125
897	0.4213077344
898	0.4212676172
899	0.4212517969
900	0.4212437891
901	0.4212370313
902	0.4211860547
903	0.4211693359
904	0.4211611719
905	0.4211502734
906	0.4211450391
907	0.4211370703
908	0.4211322266
909	0.4211187109
910	0.4211067969
911	0.4211033984
912	0.4210980469
913	0.4210857031
914	0.4210555859
915	0.4210460938
916	0.4210382422
917	0.4210247266
918	0.4210178125
919	0.4210122266
920	0.4210001172
921	0.4209969141
922	0.42099125
923	0.4209850781
924	0.4209736719
925	0.4209573437
926	0.4209494531
927	0.4209346094
928	0.420916875
929	0.4209142578
930	0.4209005469
931	0.4208325
932	0.4208239844
933	0.4208129688
934	0.4208079687
935	0.4208026563
936	0.4207942969
937	0.420789375
938	0.4207835938
939	0.4207750391
940	0.4207685156
941	0.4207640234
942	0.4207551953
943	0.4207524219
944	0.4207334375
945	0.4207244531
946	0.4207174609
947	0.4207130078
948	0.4206924609
949	0.4206853516
950	0.4206694531
951	0.4206647656
952	0.420644375
953	0.4206412109
954	0.4206347266
955	0.4206288672
956	0.4206223828
957	0.4206110937
958	0.4206067187
959	0.4205903516
960	0.4205717969
961	0.4205590234
962	0.4205541406
963	0.4205483203
964	0.4205461719
965	0.4205385156
966	0.4205089844
967	0.42049875
968	0.4204958984
969	0.4204882812
970	0.4204707031
971	0.4204558594
972	0.4204434375
973	0.4204410156
974	0.4204303516
975	0.4204201953
976	0.4204097266
977	0.4204070703
978	0.4203861328
979	0.4203830469
980	0.4203678125
981	0.4203562109
982	0.42034125
983	0.4203289063
984	0.4203185156
985	0.4203089844
986	0.4203013281
987	0.4202919531
988	0.4202448437
989	0.4202374609
990	0.4202303906
991	0.4202072656
992	0.420185
993	0.4201743359
994	0.4201698437
995	0.420164375
996	0.4201546875
997	0.4201501172
998	0.4201334375
999	0.4200747266
